,,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Khamul,Elite,Predators,The Monster Mash,Lunar,73.1,915,59,0.483,0.475,28,31,25206,14290,10916,54,31,115,159,34.0%,433.6,245.8,187.8,0.93,0.53,1.98,2.73,427.2,242.2,185.0,0.92,0.53,1.95,2.69,135,141,2.32,2.43,2.29,2.39
,,,Galaxy,Elite,"Slap Chops
Cyclones","As Seen on TV!
Storm",Solar,70.7,874,54,0.566,0.537,29,25,22152,13040,9112,58,40,73,159,36.5%,398.9,234.8,164.1,1.04,0.72,1.31,2.86,410.2,241.5,168.7,1.07,0.74,1.35,2.94,149,126,2.68,2.27,2.76,2.33
,,,Kniknok,Elite,"Great Danes
Vibranium","Puppy Paradise
Metal",Lunar,70.6,931,58,0.497,0.552,32,26,25307,14670,10637,69,19,101,177,39.0%,427.8,248.0,179.8,1.17,0.32,1.71,2.99,436.3,252.9,183.4,1.19,0.33,1.74,3.05,150,151,2.54,2.55,2.59,2.60
,,,Plootou.,Elite,Cyclones,Storm,Solar,70.0,623,40,0.628,0.650,26,14,15405,9250,6155,40,29,52,120,33.3%,389.2,233.7,155.5,1.01,0.73,1.31,3.03,385.1,231.3,153.9,1.00,0.73,1.30,3.00,118,85,2.98,2.15,2.95,2.13
,,,Monkeynut,Elite,Fire,The Elements,Solar,70.0,978,64,0.581,0.578,37,27,24093,14100,9993,63,52,69,175,36.0%,387.7,226.9,160.8,1.01,0.84,1.11,2.82,376.5,220.3,156.1,0.98,0.81,1.08,2.73,193,158,3.11,2.54,3.02,2.47
,,,Loyboy2,Elite,Godzilla,Kaiju,Solar,69.9,493,33,0.406,0.424,14,19,13555,7030,6525,23,8,67,98,23.5%,432.7,224.4,208.3,0.73,0.26,2.14,3.13,410.8,213.0,197.7,0.70,0.24,2.03,2.97,50,65,1.60,2.08,1.52,1.97
,,,Relax,Elite,Kodiaks,The Bear Den,Lunar,69.5,875,58,0.589,0.621,36,22,21706,12520,9186,54,37,71,172,31.4%,390.4,225.2,165.2,0.97,0.67,1.28,3.09,374.2,215.9,158.4,0.93,0.64,1.22,2.97,146,116,2.63,2.09,2.52,2.00
,,,Boog Mccroog,Elite,Ravioli Rangers,Italian Battalion,Lunar,68.5,1033,64,0.553,0.609,39,25,26439,15690,10749,67,47,98,174,38.5%,402.8,239.0,163.8,1.02,0.72,1.49,2.65,413.1,245.2,168.0,1.05,0.73,1.53,2.72,165,144,2.51,2.19,2.58,2.25
,,,Bucklemyshoe,Elite,Wraiths,Warbirds,Lunar,68.4,796,53,0.527,0.566,30,23,19991,11330,8661,37,46,81,128,28.9%,395.3,224.0,171.2,0.73,0.91,1.60,2.53,377.2,213.8,163.4,0.70,0.87,1.53,2.42,120,112,2.37,2.21,2.26,2.11
,,,Tempest,Elite,Wendigos,The Forest,Lunar,68.4,906,56,0.566,0.607,34,22,21646,12760,8886,46,44,82,186,24.7%,376.0,221.7,154.4,0.80,0.76,1.42,3.23,386.5,227.9,158.7,0.82,0.79,1.46,3.32,148,125,2.57,2.17,2.64,2.23
,,,Justin,Elite,Violence,Inferno,Solar,67.8,544,37,0.505,0.514,19,18,13276,7810,5466,31,27,47,101,30.7%,384.1,225.9,158.1,0.90,0.78,1.36,2.92,358.8,211.1,147.7,0.84,0.73,1.27,2.73,87,86,2.52,2.49,2.35,2.32
,,,Calcifiree,Elite,Gamma,The Wavelengths,Solar,67.3,984,58,0.538,0.621,36,22,24648,14400,10248,60,39,92,185,32.4%,394.2,230.3,163.9,0.96,0.62,1.47,2.96,425.0,248.3,176.7,1.03,0.67,1.59,3.19,149,135,2.38,2.16,2.57,2.33
,,,Marcus.,Elite,Great Whites,Shark Attack,Lunar,66.5,977,64,0.642,0.609,39,25,23432,13810,9622,47,55,92,176,26.7%,377.5,222.5,155.0,0.76,0.89,1.48,2.84,366.1,215.8,150.3,0.73,0.86,1.44,2.75,168,115,2.71,1.85,2.63,1.80
,,,Void,Elite,Great Danes,Puppy Paradise,Lunar,65.6,80,4,0.628,0.500,2,2,1969,1320,649,5,5,9,12,41.7%,387.4,259.7,127.7,0.98,0.98,1.77,2.36,492.3,330.0,162.3,1.25,1.25,2.25,3.00,14,10,2.75,1.97,3.50,2.50
,,,Raycrusher1002,Elite,Knights,The Sovereign,Lunar,65.2,504,31,0.587,0.613,19,12,12696,7170,5526,29,23,46,82,35.4%,396.5,223.9,172.6,0.91,0.72,1.44,2.56,409.5,231.3,178.3,0.94,0.74,1.48,2.65,85,68,2.65,2.12,2.74,2.19
,,,Jmelly,Elite,Vibranium,Metal,Solar,62.7,1047,64,0.580,0.547,35,29,24259,14430,9829,56,60,80,183,30.6%,364.7,216.9,147.7,0.84,0.90,1.20,2.75,379.0,225.5,153.6,0.88,0.94,1.25,2.86,201,165,3.02,2.48,3.14,2.58
,,,Scotti,Elite,Cyclones,Storm,Solar,62.5,919,60,0.615,0.667,40,20,21443,12840,8603,60,39,62,179,33.5%,367.2,219.9,147.3,1.03,0.67,1.06,3.07,357.4,214.0,143.4,1.00,0.65,1.03,2.98,179,134,3.07,2.29,2.98,2.23
,,,Timbo,Elite,Sloths,The Jungle,Solar,61.4,928,59,0.649,0.678,40,19,22047,12730,9317,59,34,67,178,33.1%,373.9,215.9,158.0,1.00,0.58,1.14,3.02,373.7,215.8,157.9,1.00,0.58,1.14,3.02,174,118,2.95,2.00,2.95,2.00
,,,Doja Cat,Elite,Knights,The Sovereign,Lunar,61.2,733,47,0.529,0.553,26,21,17186,10450,6736,45,33,59,135,33.3%,369.0,224.4,144.6,0.97,0.71,1.27,2.90,365.7,222.3,143.3,0.96,0.70,1.26,2.87,130,121,2.79,2.60,2.77,2.57
,,,Roberts7977,Elite,Quasars,The Cosmos,Solar,59.9,666,43,0.489,0.442,19,24,16216,9800,6416,39,31,66,105,37.1%,383.2,231.6,151.6,0.92,0.73,1.56,2.48,377.1,227.9,149.2,0.91,0.72,1.53,2.44,111,114,2.62,2.69,2.58,2.65
,,,Lad,Elite,Sloths,The Jungle,Solar,59.1,613,39,0.668,0.744,29,10,14443,8670,5773,40,26,46,107,37.4%,370.8,222.6,148.2,1.03,0.67,1.18,2.75,370.3,222.3,148.0,1.03,0.67,1.18,2.74,118,76,3.03,1.95,3.03,1.95
,,,Le6Os,Elite,"Aquarius
Great Whites","The N Ξ X U S
Shark Attack",Solar,57.8,429,29,0.652,0.552,16,13,9848,6290,3558,25,24,38,69,36.2%,361.3,230.8,130.5,0.92,0.88,1.39,2.53,339.6,216.9,122.7,0.86,0.83,1.31,2.38,83,56,3.04,2.05,2.86,1.93
,,,Dolphino,Elite,Bolts,Electric Mayhem,Lunar,57.5,979,64,0.508,0.516,33,31,23106,13070,10036,54,36,82,177,30.5%,371.5,210.1,161.3,0.87,0.58,1.32,2.85,361.0,204.2,156.8,0.84,0.56,1.28,2.77,150,147,2.41,2.36,2.34,2.30
,,,Argnor,Elite,Anglers,The Abyss,Lunar,57.1,660,41,0.543,0.512,21,20,15541,8380,7161,32,18,59,133,24.1%,370.6,199.8,170.8,0.76,0.43,1.41,3.17,379.0,204.4,174.7,0.78,0.44,1.44,3.24,93,83,2.22,1.98,2.27,2.02
,,,Chrisakamrxd,Elite,Wraiths,Warbirds,Lunar,56.8,860,57,0.540,0.561,32,25,20166,11420,8746,46,29,75,162,28.4%,369.0,209.0,160.1,0.84,0.53,1.37,2.96,353.8,200.4,153.4,0.81,0.51,1.32,2.84,132,119,2.42,2.18,2.32,2.09
,,,Stemantics,Elite,"Cyclones
Slap Chops","Storm
As Seen on TV!",Solar,56.7,877,57,0.546,0.561,32,25,20220,11810,8410,52,34,66,161,32.3%,362.9,211.9,150.9,0.93,0.61,1.18,2.89,354.7,207.2,147.5,0.91,0.60,1.16,2.82,146,130,2.62,2.33,2.56,2.28
,,,Prolly,Elite,Wendigos,The Forest,Lunar,56.6,977,60,0.572,0.633,38,22,22609,13520,9089,61,33,78,187,32.6%,364.2,217.8,146.4,0.98,0.53,1.26,3.01,376.8,225.3,151.5,1.02,0.55,1.30,3.12,158,131,2.55,2.11,2.63,2.18
,,,Dosia,Elite,Montrose Magpies,Quidditch League,Solar,55.7,970,58,0.525,0.534,31,27,22300,13050,9250,55,36,79,180,30.6%,361.8,211.7,150.1,0.89,0.58,1.28,2.92,384.5,225.0,159.5,0.95,0.62,1.36,3.10,142,133,2.30,2.16,2.45,2.29
,,,Josan,Elite,Distortion,Rock FX,Lunar,55.3,795,50,0.510,0.500,25,25,19223,11410,7813,47,27,81,131,35.9%,380.6,225.9,154.7,0.93,0.53,1.60,2.59,384.5,228.2,156.3,0.94,0.54,1.62,2.62,118,115,2.34,2.28,2.36,2.30
,,,Dom,Elite,X-Men,The Comic Crusaders,Lunar,54.9,904,58,0.453,0.448,26,32,22182,12520,9662,50,25,95,152,32.9%,386.2,218.0,168.2,0.87,0.44,1.65,2.65,382.4,215.9,166.6,0.86,0.43,1.64,2.62,124,140,2.16,2.44,2.14,2.41
,,,"Peeg :>, Lol.",Elite,"Anglers
Wolverines","The Abyss
Polar Vortex",Lunar,54.9,924,59,0.488,0.424,25,34,21488,11350,10138,37,45,79,145,25.5%,366.0,193.3,172.7,0.63,0.77,1.35,2.47,364.2,192.4,171.8,0.63,0.76,1.34,2.46,131,135,2.23,2.30,2.22,2.29
,,,Clef,Elite,Kodiaks,The Bear Den,Lunar,54.5,203,14,0.473,0.500,7,7,4660,2520,2140,8,8,19,37,21.6%,361.3,195.4,165.9,0.62,0.62,1.47,2.87,332.9,180.0,152.9,0.57,0.57,1.36,2.64,28,30,2.17,2.33,2.00,2.14
,,,Viglio,Elite,Bolts,Electric Mayhem,Lunar,54.4,825,53,0.579,0.623,33,20,18857,11130,7727,45,35,69,143,31.5%,359.7,212.3,147.4,0.86,0.67,1.32,2.73,355.8,210.0,145.8,0.85,0.66,1.30,2.70,135,110,2.58,2.10,2.55,2.08
,,,Cryke,Elite,D-Generation X,Rocket Association Wrestling,Lunar,54.3,585,38,0.573,0.632,24,14,13388,7390,5998,31,20,44,109,28.4%,360.2,198.8,161.4,0.83,0.54,1.18,2.93,352.3,194.5,157.8,0.82,0.53,1.16,2.87,92,76,2.48,2.04,2.42,2.00
,,,Lock,Elite,Knights,The Sovereign,Lunar,54.0,970,61,0.523,0.541,33,28,23532,13480,10052,57,27,96,163,35.0%,381.8,218.7,163.1,0.92,0.44,1.56,2.64,385.8,221.0,164.8,0.93,0.44,1.57,2.67,157,148,2.55,2.40,2.57,2.43
,,,2Jsix,Elite,Fire,The Elements,Solar,53.6,978,64,0.581,0.578,37,27,21880,13080,8800,64,40,59,173,37.0%,352.1,210.5,141.6,1.03,0.64,0.95,2.78,341.9,204.4,137.5,1.00,0.63,0.92,2.70,193,158,3.11,2.54,3.02,2.47
,,,Mr.Fitter,Elite,Slap Chops,As Seen on TV!,Solar,52.8,404,24,0.500,0.458,11,13,9539,5760,3779,18,16,50,66,27.3%,371.6,224.4,147.2,0.70,0.62,1.95,2.57,397.5,240.0,157.5,0.75,0.67,2.08,2.75,56,56,2.18,2.18,2.33,2.33
,,,Theangrytryhard,Elite,Menthol,Minty Fresh,Solar,52.8,660,42,0.418,0.357,15,27,14894,8550,6344,31,33,55,105,29.5%,355.2,203.9,151.3,0.74,0.79,1.31,2.50,354.6,203.6,151.0,0.74,0.79,1.31,2.50,101,124,2.41,2.96,2.40,2.95
,,,Paco,Elite,Menthol,Minty Fresh,Solar,52.6,467,31,0.485,0.387,12,19,10348,5810,4538,24,21,31,81,29.6%,348.7,195.8,152.9,0.81,0.71,1.04,2.73,333.8,187.4,146.4,0.77,0.68,1.00,2.61,79,82,2.66,2.76,2.55,2.65
,,,Saltybikini,Elite,Orcas,Sub Zero,Solar,52.5,807,50,0.465,0.480,24,26,19445,11070,8375,39,30,89,122,32.0%,379.2,215.9,163.3,0.76,0.59,1.74,2.38,388.9,221.4,167.5,0.78,0.60,1.78,2.44,119,130,2.32,2.54,2.38,2.60
,,,Taka,Elite,Vipers,The Serpents,Lunar,52.5,842,52,0.441,0.423,22,30,18269,10540,7729,40,32,65,169,23.7%,341.5,197.0,144.5,0.75,0.60,1.21,3.16,351.3,202.7,148.6,0.77,0.62,1.25,3.25,115,134,2.15,2.50,2.21,2.58
,,,Jacob.,Elite,Kodiaks,The Bear Den,Lunar,52.4,856,56,0.597,0.625,35,21,20534,11530,9004,50,28,76,133,37.6%,377.5,212.0,165.5,0.92,0.51,1.40,2.45,366.7,205.9,160.8,0.89,0.50,1.36,2.38,144,112,2.65,2.06,2.57,2.00
,,,Flexy,Elite,Aquarius,The N Ξ X U S,Solar,51.6,873,54,0.486,0.407,22,32,19370,11160,8210,41,39,72,151,27.2%,349.2,201.2,148.0,0.74,0.70,1.30,2.72,358.7,206.7,152.0,0.76,0.72,1.33,2.80,138,143,2.49,2.58,2.56,2.65
,,,Icy,Elite,Quasars,The Cosmos,Solar,51.3,857,52,0.420,0.404,21,31,20505,11290,9215,41,33,86,124,33.1%,376.6,207.3,169.2,0.75,0.61,1.58,2.28,394.3,217.1,177.2,0.79,0.63,1.65,2.38,124,152,2.28,2.79,2.38,2.92
,,,Void.,Elite,Great Danes,Puppy Paradise,Lunar,51.3,767,50,0.468,0.520,26,24,17212,9610,7602,39,31,57,131,29.8%,353.2,197.2,156.0,0.80,0.64,1.17,2.69,344.2,192.2,152.0,0.78,0.62,1.14,2.62,118,128,2.42,2.63,2.36,2.56
,,,Angel,Elite,Ravioli Rangers,Italian Battalion,Lunar,51.0,177,12,0.500,0.500,6,6,4083,2480,1603,9,5,20,33,27.3%,363.0,220.5,142.5,0.80,0.44,1.78,2.93,340.3,206.7,133.6,0.75,0.42,1.67,2.75,20,20,1.78,1.78,1.67,1.67
,,,Rollsroyceowner,Elite,Finbacks,Whale Defense,Solar,50.7,476,29,0.541,0.586,17,12,11025,6240,4785,25,21,40,69,36.2%,364.5,206.3,158.2,0.83,0.69,1.32,2.28,380.2,215.2,165.0,0.86,0.72,1.38,2.38,81,73,2.68,2.41,2.79,2.52
,,,Skrooms,Elite,Kodiaks,The Bear Den,Lunar,50.3,967,64,0.581,0.609,39,25,23149,13580,9569,47,35,114,143,32.9%,376.8,221.0,155.7,0.76,0.57,1.86,2.33,361.7,212.2,149.5,0.73,0.55,1.78,2.23,159,129,2.59,2.10,2.48,2.02
,,,Slate,Elite,Distortion,Rock FX,Lunar,50.2,429,27,0.461,0.444,12,15,9352,5400,3952,20,24,31,65,30.8%,343.1,198.1,145.0,0.73,0.88,1.14,2.38,346.4,200.0,146.4,0.74,0.89,1.15,2.41,68,75,2.49,2.75,2.52,2.78
,,,Blender,Elite,"Ravioli Rangers
Distortion","Italian Battalion
Rock FX",Lunar,50.1,1009,61,0.540,0.607,37,24,22118,13260,8858,56,35,80,191,29.3%,345.0,206.8,138.2,0.87,0.55,1.25,2.98,362.6,217.4,145.2,0.92,0.57,1.31,3.13,164,148,2.56,2.31,2.69,2.43
,,,Vekz Showz,Elite,Distortion,Rock FX,Lunar,50.0,69,4,0.500,0.500,2,2,1809,1060,749,3,3,11,6,50.0%,412.6,241.8,170.8,0.68,0.68,2.51,1.37,452.3,265.0,187.3,0.75,0.75,2.75,1.50,7,7,1.60,1.60,1.75,1.75
,,,Perino,Elite,Orcas,Sub Zero,Solar,49.8,362,26,0.493,0.538,14,12,8690,4490,4200,19,13,29,49,38.8%,377.8,195.2,182.6,0.83,0.57,1.26,2.13,334.2,172.7,161.5,0.73,0.50,1.12,1.88,59,60,2.57,2.61,2.27,2.31
,,,Slurp,Elite,Wolverines,Polar Vortex,Lunar,49.8,787,50,0.333,0.300,15,35,18195,10170,8025,42,22,70,137,30.7%,363.9,203.4,160.5,0.84,0.44,1.40,2.74,363.9,203.4,160.5,0.84,0.44,1.40,2.74,93,145,1.86,2.90,1.86,2.90
,,,Wafe,Elite,D-Generation X,Rocket Association Wrestling,Lunar,49.2,831,55,0.711,0.800,44,11,18010,9830,8180,43,35,47,143,30.1%,341.1,186.2,154.9,0.81,0.66,0.89,2.71,327.5,178.7,148.7,0.78,0.64,0.85,2.60,160,90,3.03,1.70,2.91,1.64
,,,Heavyumlaut,Elite,Gamma,The Wavelengths,Solar,49.0,700,41,0.552,0.634,26,15,15432,9100,6332,39,25,54,125,31.2%,347.0,204.6,142.4,0.88,0.56,1.21,2.81,376.4,222.0,154.4,0.95,0.61,1.32,3.05,111,97,2.50,2.18,2.71,2.37
,,,Deezmuffinz,Elite,Gamma,The Wavelengths,Solar,48.7,580,34,0.496,0.559,19,15,12355,7290,5065,23,32,49,94,24.5%,335.3,197.8,137.4,0.62,0.87,1.33,2.55,363.4,214.4,149.0,0.68,0.94,1.44,2.76,90,91,2.44,2.47,2.65,2.68
,,,Noobz,Elite,Sloths,The Jungle,Solar,48.7,383,24,0.555,0.500,12,12,8233,4730,3503,18,14,30,73,24.7%,338.3,194.4,143.9,0.74,0.58,1.23,3.00,343.0,197.1,146.0,0.75,0.58,1.25,3.04,61,53,2.51,2.18,2.54,2.21
,,,Supercruz101,Elite,Slap Chops,As Seen on TV!,Solar,48.6,62,4,0.574,0.750,3,1,1352,860,492,3,5,5,6,50.0%,343.2,218.3,124.9,0.76,1.27,1.27,1.52,338.0,215.0,123.0,0.75,1.25,1.25,1.50,12,10,3.05,2.54,3.00,2.50
,,,M3 Mario,Elite,Anglers,The Abyss,Lunar,48.4,732,45,0.489,0.422,19,26,16718,9290,7428,40,24,58,119,33.6%,359.4,199.7,159.7,0.86,0.52,1.25,2.56,371.5,206.4,165.1,0.89,0.53,1.29,2.64,98,101,2.11,2.17,2.18,2.24
,,,Dravaco,Elite,Leshens,The Bestiary,Lunar,47.7,597,40,0.434,0.400,16,24,14440,7400,7040,21,16,72,90,23.3%,380.7,195.1,185.6,0.55,0.42,1.90,2.37,361.0,185.0,176.0,0.53,0.40,1.80,2.25,73,87,1.92,2.29,1.83,2.18
,,,Ezpz Scopezz,Elite,"Hornets
Montrose Magpies","The Swarm
Quidditch League",Solar,47.5,450,30,0.410,0.467,14,16,10727,5710,5017,22,13,44,66,33.3%,375.2,199.7,175.5,0.77,0.45,1.54,2.31,357.6,190.3,167.2,0.73,0.43,1.47,2.20,61,77,2.13,2.69,2.03,2.57
,,,Sykoshaggy,Elite,Predators,The Monster Mash,Lunar,47.2,712,46,0.470,0.478,22,24,16086,8550,7536,35,24,54,115,30.4%,355.6,189.0,166.6,0.77,0.53,1.19,2.54,349.7,185.9,163.8,0.76,0.52,1.17,2.50,98,106,2.17,2.34,2.13,2.30
,,,Jwanderz,Elite,Hornets,The Swarm,Solar,46.8,596,37,0.441,0.459,17,20,12668,7510,5158,38,22,31,106,35.8%,334.5,198.3,136.2,1.00,0.58,0.82,2.80,342.4,203.0,139.4,1.03,0.59,0.84,2.86,86,100,2.27,2.64,2.32,2.70
,,,Pana,Elite,Quasars,The Cosmos,Solar,46.4,498,27,0.426,0.444,12,15,10658,6390,4268,22,20,46,89,24.7%,336.8,201.9,134.9,0.70,0.63,1.45,2.81,394.7,236.7,158.1,0.81,0.74,1.70,3.30,66,80,2.09,2.53,2.44,2.96
,,,Wulfy,Elite,Vipers,The Serpents,Lunar,46.3,421,27,0.564,0.519,14,13,9654,5450,4204,24,13,35,65,36.9%,360.9,203.7,157.2,0.90,0.49,1.31,2.43,357.6,201.9,155.7,0.89,0.48,1.30,2.41,65,55,2.43,2.06,2.41,2.04
,,,Nytro,Elite,X-Men,The Comic Crusaders,Lunar,45.9,916,59,0.448,0.441,26,33,21024,11540,9484,37,37,94,129,28.7%,361.2,198.3,163.0,0.64,0.64,1.62,2.22,356.3,195.6,160.7,0.63,0.63,1.59,2.19,124,142,2.13,2.44,2.10,2.41
,,,.Slop.,Elite,"Godzilla
Gelato
Anglers","Kaiju
Fifty-Fifty Pizzeria
The Abyss",Lunar,45.9,706,44,0.373,0.318,14,30,15679,8290,7389,25,32,63,104,24.0%,349.5,184.8,164.7,0.56,0.71,1.40,2.32,356.3,188.4,167.9,0.57,0.73,1.43,2.36,96,133,2.14,2.96,2.18,3.02
,,,Jiggy Watt,Elite,Orcas,Sub Zero,Solar,45.9,770,49,0.406,0.408,20,29,16967,9660,7307,45,24,53,131,34.4%,346.8,197.4,149.4,0.92,0.49,1.08,2.68,346.3,197.1,149.1,0.92,0.49,1.08,2.67,107,136,2.19,2.78,2.18,2.78
,,,Aqueis,Elite,Knights,The Sovereign,Lunar,45.8,551,35,0.448,0.400,14,21,12204,6590,5614,22,21,49,89,24.7%,348.6,188.2,160.4,0.63,0.60,1.40,2.54,348.7,188.3,160.4,0.63,0.60,1.40,2.54,77,88,2.20,2.51,2.20,2.51
,,,Cap,Elite,"Hornets
Montrose Magpies","The Swarm
Quidditch League",Solar,45.6,253,17,0.400,0.294,5,12,5500,2830,2670,9,12,19,38,23.7%,342.1,176.0,166.1,0.56,0.75,1.18,2.36,323.5,166.5,157.1,0.53,0.71,1.12,2.24,34,44,2.12,2.74,2.00,2.59
,,,Fern,Elite,Great Whites,Shark Attack,Lunar,45.3,699,47,0.685,0.638,30,17,15162,8650,6512,39,21,49,125,31.2%,341.4,194.8,146.6,0.88,0.47,1.10,2.81,322.6,184.0,138.6,0.83,0.45,1.04,2.66,127,77,2.86,1.73,2.70,1.64
,,,Skybud_,Elite,Distortion,Rock FX,Lunar,45.2,497,33,0.420,0.364,12,21,10864,6060,4804,21,17,45,86,24.4%,344.0,191.9,152.1,0.67,0.54,1.43,2.72,329.2,183.6,145.6,0.64,0.52,1.36,2.61,65,80,2.06,2.53,1.97,2.42
,,,0Starr,Elite,Knights,The Sovereign,Lunar,45.1,142,10,0.463,0.500,5,5,3107,1450,1657,4,7,10,20,20.0%,344.4,160.7,183.7,0.44,0.78,1.11,2.22,310.7,145.0,165.7,0.40,0.70,1.00,2.00,20,22,2.22,2.44,2.00,2.20
,,,Eartharc2157,Elite,Bolts,Electric Mayhem,Lunar,44.4,979,64,0.508,0.516,33,31,21721,11780,9941,48,29,78,163,29.4%,349.2,189.4,159.8,0.77,0.47,1.25,2.62,339.4,184.1,155.3,0.75,0.45,1.22,2.55,150,147,2.41,2.36,2.34,2.30
,,,Tohru,Elite,"Vipers
Distortion","The Serpents
Rock FX",Lunar,44.2,396,24,0.412,0.375,9,15,9216,5130,4086,13,18,49,48,27.1%,366.3,203.9,162.4,0.52,0.72,1.95,1.91,384.0,213.8,170.3,0.54,0.75,2.04,2.00,56,70,2.23,2.78,2.33,2.92
,,,Itonydelatorre,Elite,Anglers,The Abyss,Lunar,44.2,460,29,0.540,0.517,15,14,10192,6080,4112,22,19,45,68,32.4%,348.7,208.0,140.7,0.75,0.65,1.54,2.33,351.4,209.7,141.8,0.76,0.66,1.55,2.34,72,65,2.46,2.22,2.48,2.24
,,,Clarky?,Elite,Vibranium,Metal,Solar,43.8,975,59,0.595,0.576,34,25,20296,12280,8016,44,59,72,133,33.1%,327.6,198.2,129.4,0.71,0.95,1.16,2.15,344.0,208.1,135.9,0.75,1.00,1.22,2.25,191,151,3.08,2.44,3.24,2.56
,,,Drskimmilk,Elite,Distortion,Rock FX,Lunar,43.0,70,4,0.567,0.750,3,1,1404,830,574,3,3,5,13,23.1%,315.7,186.6,129.1,0.67,0.67,1.12,2.92,351.0,207.5,143.5,0.75,0.75,1.25,3.25,13,11,2.92,2.47,3.25,2.75
,,,Ikigai,Elite,"Wraiths
Vipers","Warbirds
The Serpents",Lunar,42.7,903,56,0.509,0.518,29,27,20301,11100,9201,43,31,79,130,33.1%,353.8,193.5,160.4,0.75,0.54,1.38,2.27,362.5,198.2,164.3,0.77,0.55,1.41,2.32,135,132,2.35,2.30,2.41,2.36
,,,Sea Punk,Elite,Cyclones,Storm,Solar,42.6,121,8,0.500,0.375,3,5,2511,1520,991,7,4,8,22,31.8%,326.6,197.7,128.9,0.91,0.52,1.04,2.86,313.9,190.0,123.9,0.88,0.50,1.00,2.75,22,22,2.86,2.86,2.75,2.75
,,,Uh Steve,Elite,Slap Chops,As Seen on TV!,Solar,42.6,863,55,0.424,0.382,21,34,19861,10810,9051,37,25,92,126,29.4%,362.2,197.1,165.1,0.67,0.46,1.68,2.30,361.1,196.5,164.6,0.67,0.45,1.67,2.29,114,139,2.08,2.53,2.07,2.53
,,,Tyty,Elite,Montrose Magpies,Quidditch League,Solar,42.2,783,46,0.537,0.543,25,21,17612,10530,7082,37,23,89,123,30.1%,354.0,211.7,142.3,0.74,0.46,1.79,2.47,382.9,228.9,154.0,0.80,0.50,1.93,2.67,121,110,2.43,2.21,2.63,2.39
,,,Soup,Elite,Montrose Magpies,Quidditch League,Solar,41.9,928,57,0.529,0.544,31,26,19182,11150,8032,39,35,77,165,23.6%,325.3,189.1,136.2,0.66,0.59,1.31,2.80,336.5,195.6,140.9,0.68,0.61,1.35,2.89,140,130,2.37,2.20,2.46,2.28
,,,Rhino,Elite,Violence,Inferno,Solar,41.8,807,55,0.569,0.582,32,23,18106,9610,8496,39,33,61,101,38.6%,353.1,187.4,165.7,0.76,0.64,1.19,1.97,329.2,174.7,154.5,0.71,0.60,1.11,1.84,128,107,2.50,2.09,2.33,1.95
,,,Skizzbo,Elite,X-Men,The Comic Crusaders,Lunar,41.8,551,35,0.486,0.486,17,18,12047,6460,5587,20,22,51,81,24.7%,344.1,184.5,159.6,0.57,0.63,1.46,2.31,344.2,184.6,159.6,0.57,0.63,1.46,2.31,81,84,2.31,2.40,2.31,2.40
,,,Beans,Elite,Leshens,The Bestiary,Lunar,41.2,786,53,0.373,0.340,18,35,17676,9600,8076,32,25,80,115,27.8%,353.9,192.2,161.7,0.64,0.50,1.60,2.30,333.5,181.1,152.4,0.60,0.47,1.51,2.17,88,124,1.76,2.48,1.66,2.34
,,,Tehblister,Elite,Gelato,Fifty-Fifty Pizzeria,Solar,41.2,1024,61,0.389,0.377,23,38,22314,12350,9964,44,37,91,155,28.4%,343.0,189.8,153.1,0.68,0.57,1.40,2.38,365.8,202.5,163.3,0.72,0.61,1.49,2.54,123,165,1.89,2.54,2.02,2.70
,,,Lonely,Elite,Menthol,Minty Fresh,Solar,41.0,874,55,0.456,0.436,24,31,18810,10380,8430,45,31,60,133,33.8%,338.7,186.9,151.8,0.81,0.56,1.08,2.39,342.0,188.7,153.3,0.82,0.56,1.09,2.42,138,154,2.49,2.77,2.51,2.80
,,,Seefooo,Elite,Leshens,The Bestiary,Lunar,40.4,713,49,0.325,0.306,15,34,15758,7890,7868,26,19,64,114,22.8%,347.8,174.2,173.7,0.57,0.42,1.41,2.52,321.6,161.0,160.6,0.53,0.39,1.31,2.33,70,114,1.55,2.52,1.43,2.33
,,,Vengeance,Elite,Wraiths,Warbirds,Lunar,40.3,392,25,0.507,0.480,12,13,8572,4760,3812,18,12,35,61,29.5%,344.2,191.1,153.0,0.72,0.48,1.41,2.45,342.9,190.4,152.5,0.72,0.48,1.40,2.44,53,52,2.13,2.09,2.12,2.08
,,,Denz,Elite,Wendigos,The Forest,Lunar,40.3,798,50,0.534,0.580,29,21,16562,9270,7292,41,26,50,137,29.9%,326.6,182.8,143.8,0.81,0.51,0.99,2.70,331.2,185.4,145.8,0.82,0.52,1.00,2.74,120,110,2.37,2.17,2.40,2.20
,,,Canadian Things,Elite,Gelato,Fifty-Fifty Pizzeria,Solar,39.2,971,58,0.389,0.379,22,36,20294,10920,9374,34,34,84,162,21.0%,328.9,177.0,151.9,0.55,0.55,1.36,2.63,349.9,188.3,161.6,0.59,0.59,1.45,2.79,117,157,1.90,2.54,2.02,2.71
